cnes;Regi?o de Sa?de;Regi?o Administrativa
5927579;Central;Lago Sul
7981457;Central;Sudoeste/Octogonal
9528911;Central;Plano Piloto
10707;Central;Plano Piloto
6820131;Central;Plano Piloto
5085047;Central;Lago Sul
6599516;Central;Plano Piloto
6707513;Central;Plano Piloto
9058362;Central;Plano Piloto
9445714;Central;Plano Piloto
4493656;Central;Plano Piloto
3973069;Central;Plano Piloto
7122977;Central;Plano Piloto
9385738;Central;Plano Piloto
7693796;Central;Lago Sul
3452093;Central;Plano Piloto
3035751;Central;Lago Sul
9354514;Central;Plano Piloto
426024;Central;Plano Piloto
9974059;Central;Plano Piloto
6354955;Central;Plano Piloto
4784499;Central;Plano Piloto
3034844;Central;Plano Piloto
9556338;Central;Lago Sul
4712463;Central;Plano Piloto
9039066;Central;Plano Piloto
5326044;Central;Sudoeste/Octogonal
9920463;Central;Plano Piloto
985872;Central;Plano Piloto
4523229;Central;Plano Piloto
4433254;Central;Plano Piloto
9769544;Central;Sudoeste/Octogonal
7771789;Central;Plano Piloto
6794432;Central;Plano Piloto
4948963;Central;Plano Piloto
7879598;Central;Plano Piloto
7278179;Central;Plano Piloto
3289079;Central;Plano Piloto
802182;Central;Plano Piloto
7750501;Central;Plano Piloto
3401758;Central;Plano Piloto
3029670;Central;Plano Piloto
7092725;Central;Plano Piloto
9607811;Central;Plano Piloto
7197136;Central;Plano Piloto
4099753;Central;Plano Piloto
6351883;Central;Plano Piloto
7380348;Central;Plano Piloto
4763556;Central;Sudoeste/Octogonal
990094;Central;Lago Sul
3464954;Central;Plano Piloto
9105751;Central;Plano Piloto
3252264;Central;Plano Piloto
9354379;Central;Plano Piloto
4632923;Central;Lago Sul
9380493;Central;Plano Piloto
4497341;Central;Plano Piloto
5375037;Central;Plano Piloto
3212807;Central;Plano Piloto
5411106;Central;Plano Piloto
4042204;Central;Plano Piloto
4219201;Central;Plano Piloto
7869452;Central;Plano Piloto
4679458;Central;Plano Piloto
4527275;Central;Lago Sul
7828772;Central;Plano Piloto
4137760;Central;Plano Piloto
3102653;Central;Plano Piloto
4462084;Central;Plano Piloto
7380151;Central;Plano Piloto
2998688;Central;Plano Piloto
6435955;Central;Plano Piloto
4147030;Central;Plano Piloto
3363996;Central;Plano Piloto
676365;Central;Sudoeste/Octogonal
4610199;Central;Plano Piloto
9352813;Central;Plano Piloto
3464865;Central;Plano Piloto
9422153;Central;Sudoeste/Octogonal
6517307;Central;Plano Piloto
4403339;Central;Plano Piloto
9828583;Central;Plano Piloto
3806723;Central;Plano Piloto
7537581;Central;Plano Piloto
9249710;Central;Plano Piloto
4917383;Central;Plano Piloto
7599544;Central;Plano Piloto
4603958;Central;Plano Piloto
6394590;Central;Sudoeste/Octogonal
9776613;Central;Plano Piloto
788740;Central;Plano Piloto
9976701;Central;Plano Piloto
4492196;Central;Sudoeste/Octogonal
6692451;Central;Plano Piloto
3180670;Central;Plano Piloto
4938364;Central;Lago Norte
7950187;Central;Plano Piloto
5679990;Central;Plano Piloto
7901674;Central;Plano Piloto
9936165;Central;Plano Piloto
4645936;Central;Plano Piloto
4488539;Central;Plano Piloto
7991320;Central;Plano Piloto
9546103;Central;Plano Piloto
901768;Central;Plano Piloto
5152984;Central;Plano Piloto
9866671;Central;Plano Piloto
9406514;Central;Plano Piloto
4774388;Central;Plano Piloto
4383931;Central;Lago Sul
4139437;Central;Plano Piloto
5334071;Central;Plano Piloto
4472446;Central;Plano Piloto
3973077;Central;Plano Piloto
4540069;Central;Lago Norte
9638679;Central;Plano Piloto
9058982;Central;Plano Piloto
4162196;Central;Plano Piloto
4142977;Central;Plano Piloto
6677401;Central;Sudoeste/Octogonal
4385217;Central;Plano Piloto
5971195;Central;Plano Piloto
9921176;Central;Plano Piloto
9947914;Central;Plano Piloto
9278613;Central;Plano Piloto
228133;Central;Plano Piloto
857734;Central;Plano Piloto
7817614;Central;Plano Piloto
3406792;Central;Plano Piloto
896438;Central;Plano Piloto
4190912;Central;Plano Piloto
2914212;Central;Plano Piloto
4323920;Central;Plano Piloto
6637450;Central;Plano Piloto
4575571;Central;Plano Piloto
9189920;Oeste;Ceilândia
9578501;Oeste;Ceilândia
2617293;Oeste;Ceilândia
9509356;Oeste;Ceilândia
7491484;Oeste;Ceilândia
9578544;Oeste;Ceilândia
3022870;Oeste;Ceilândia
9586504;Oeste;Ceilândia
9482873;Oeste;Ceilândia
3677044;Oeste;Ceilândia
9578560;Oeste;Ceilândia
4226348;Oeste;Ceilândia
11509;Oeste;Brazlândia
9578536;Oeste;Brazlândia
4537955;Oeste;Ceilândia
6289185;Oeste;Ceilândia
7559186;Oeste;Ceilândia
4426185;Oeste;Ceilândia
9881433;Oeste;Ceilândia
4545257;Oeste;Ceilândia
3391450;Oeste;Ceilândia
9007261;Oeste;Ceilândia
5582199;Oeste;Ceilândia
4526368;Oeste;Pôr do Sol/ Sol Nascente
1131281;Oeste;Pôr do Sol/ Sol Nascente
5685230;Oeste;Ceilândia
9985719;Oeste;Ceilândia
223670;Oeste;Ceilândia
4384571;Oeste;Ceilândia
6854257;Oeste;Ceilândia
9075704;Oeste;Ceilândia
4519760;Oeste;Ceilândia
2973332;Oeste;Ceilândia
4347587;Oeste;Ceilândia
6527329;Oeste;Ceilândia
9246886;Oeste;Ceilândia
9830626;Oeste;Ceilândia
4571487;Oeste;Ceilândia
2804441;Oeste;Ceilândia
4096681;Oeste;Ceilândia
4138015;Oeste;Ceilândia
4213882;Oeste;Ceilândia
9289615;Oeste;Ceilândia
2934485;Oeste;Ceilândia
943290;Oeste;Ceilândia
2929961;Oeste;Ceilândia
3463354;Oeste;Ceilândia
185256;Sudoeste;Águas Claras
680486;Sudoeste;Taguatinga
4226712;Sudoeste;Taguatinga
6633374;Sudoeste;Taguatinga
9272356;Sudoeste;Taguatinga
9479198;Sudoeste;Taguatinga
3027791;Sudoeste;Samambaia
9557326;Sudoeste;Taguatinga
4930932;Sudoeste;Taguatinga
9115838;Sudoeste;Samambaia
886564;Sudoeste;Águas Claras
5070864;Sudoeste;Águas Claras
157953;Sudoeste;Taguatinga
4678869;Sudoeste;Águas Claras
651214;Sudoeste;Águas Claras
913405;Sudoeste;Águas Claras
922293;Sudoeste;Águas Claras
4429109;Sudoeste;Taguatinga
958360;Sudoeste;Recanto das Emas
987719;Sudoeste;Recanto das Emas
4826868;Sudoeste;Samambaia
4058658;Sudoeste;Águas Claras
9456376;Sudoeste;Taguatinga
9938281;Sudoeste;Águas Claras
4940997;Sudoeste;Águas Claras
902985;Sudoeste;Samambaia
4140346;Sudoeste;Águas Claras
9771859;Sudoeste;Taguatinga
7351429;Sudoeste;Águas Claras
7925956;Sudoeste;Vicente Pires
4336992;Sudoeste;Samambaia
3333078;Sudoeste;Águas Claras
5555604;Sudoeste;Águas Claras
9809635;Sudoeste;Águas Claras
990841;Sudoeste;Águas Claras
7697597;Sudoeste;Taguatinga
4458915;Sudoeste;Taguatinga
917850;Sudoeste;Águas Claras
9186255;Sudoeste;Águas Claras
947709;Sudoeste;Taguatinga
946451;Sudoeste;Águas Claras
4536487;Sudoeste;Águas Claras
2997754;Sudoeste;Taguatinga
4511719;Sudoeste;Taguatinga
521027;Sudoeste;Águas Claras
4347595;Sudoeste;Águas Claras
3388514;Sudoeste;Taguatinga
4790367;Sudoeste;Águas Claras
9828524;Sudoeste;Águas Claras
4211588;Sudoeste;Taguatinga
9767371;Sudoeste;Águas Claras
9539638;Sudoeste;Taguatinga
2779366;Central;Plano Piloto
11177;Central;Lago Norte
11355;Central;Plano Piloto
6698395;Central;Sudoeste/Octogonal
4459776;Central;Lago Sul
3224228;Central;Plano Piloto
9763503;Central;Plano Piloto
9259651;Central;Plano Piloto
3103714;Central;Plano Piloto
9525904;Central;Plano Piloto
7628404;Central;Plano Piloto
3039838;Central;Plano Piloto
3839206;Central;Lago Sul
4518934;Central;Plano Piloto
6298478;Central;Plano Piloto
4886704;Central;Plano Piloto
102962;Central;Plano Piloto
6362710;Central;Plano Piloto
4519701;Central;Plano Piloto
3263371;Central;Plano Piloto
984809;Central;Lago Sul
7437609;Central;Plano Piloto
987662;Central;Plano Piloto
3401642;Central;Plano Piloto
2858266;Central;Lago Sul
3521990;Central;Plano Piloto
5370191;Central;Plano Piloto
9629769;Central;Plano Piloto
7391943;Central;Plano Piloto
9362843;Central;Plano Piloto
4410742;Central;Plano Piloto
7890397;Central;Plano Piloto
5026911;Central;Plano Piloto
828718;Central;Plano Piloto
3454746;Central;Plano Piloto
9324801;Central;Plano Piloto
9687556;Central;Plano Piloto
3030482;Central;Plano Piloto
407968;Central;Plano Piloto
9513426;Central;Cruzeiro
4189698;Central;Plano Piloto
5993687;Central;Plano Piloto
4505050;Central;Plano Piloto
7881428;Central;Plano Piloto
3400883;Central;Plano Piloto
9581405;Central;Plano Piloto
5617022;Central;Plano Piloto
3373347;Central;Plano Piloto
7910460;Central;Plano Piloto
5085098;Central;Lago Sul
3288943;Central;Plano Piloto
7348541;Central;Plano Piloto
4780442;Central;Plano Piloto
5236002;Central;Plano Piloto
4439848;Central;Plano Piloto
4584686;Central;Plano Piloto
684163;Central;Plano Piloto
9841091;Central;Plano Piloto
896373;Central;Plano Piloto
4865820;Central;Plano Piloto
83119;Central;Plano Piloto
7718675;Central;Plano Piloto
5526795;Central;Plano Piloto
6710875;Central;Plano Piloto
4486129;Central;Plano Piloto
2908298;Central;Plano Piloto
3211177;Central;Plano Piloto
6025137;Central;Plano Piloto
9951865;Central;Plano Piloto
6219160;Central;Plano Piloto
7579128;Central;Plano Piloto
3355764;Central;Plano Piloto
3420256;Central;Sudoeste/Octogonal
263346;Central;Plano Piloto
4561724;Central;Plano Piloto
6774806;Central;Plano Piloto
4949935;Central;Plano Piloto
4930096;Central;Plano Piloto
7947100;Central;Plano Piloto
9926747;Central;Plano Piloto
9369694;Central;Plano Piloto
4565096;Central;Plano Piloto
3027910;Central;Sudoeste/Octogonal
3421643;Central;Plano Piloto
249041;Central;Plano Piloto
3253511;Central;Plano Piloto
4166485;Central;Plano Piloto
4844289;Central;Plano Piloto
917826;Central;Plano Piloto
3273776;Central;Plano Piloto
4321766;Central;Plano Piloto
3524876;Central;Plano Piloto
3489019;Central;Plano Piloto
4061055;Central;Plano Piloto
2976196;Central;Plano Piloto
9803025;Central;Plano Piloto
4062086;Central;Plano Piloto
4351894;Central;Plano Piloto
4034821;Central;Plano Piloto
4323009;Central;Plano Piloto
9789367;Central;Plano Piloto
2937476;Central;Sudoeste/Octogonal
3213129;Central;Plano Piloto
4119061;Central;Plano Piloto
9100016;Central;Plano Piloto
9940804;Central;Plano Piloto
9798838;Central;Plano Piloto
9958738;Central;Plano Piloto
57738;Central;Plano Piloto
9625194;Central;Plano Piloto
9002650;Central;Plano Piloto
3364011;Central;Plano Piloto
41203;Central;Plano Piloto
3961486;Central;Sudoeste/Octogonal
4530624;Central;Lago Norte
4598113;Central;Plano Piloto
3880591;Central;Plano Piloto
4614445;Central;Plano Piloto
3680541;Central;Plano Piloto
3879534;Central;Plano Piloto
3816613;Central;Plano Piloto
2895730;Central;Plano Piloto
3215865;Central;Plano Piloto
7966946;Central;Plano Piloto
9506829;Central;Plano Piloto
4323998;Central;Plano Piloto
471615;Central;Plano Piloto
899453;Central;Plano Piloto
4384598;Central;Plano Piloto
6900399;Central;Plano Piloto
7592477;Norte;Sobradinho
6216021;Norte;Arapoanga
5921449;Norte;Sobradinho
11568;Norte;Sobradinho
7242441;Norte;Sobradinho
735078;Norte;Sobradinho II
10650;Norte;Planaltina
957755;Norte;Sobradinho II
7930011;Norte;Planaltina
2360233;Norte;Planaltina
7991053;Norte;Sobradinho
7686730;Norte;Sobradinho II
2804123;Norte;Planaltina
7990987;Norte;Planaltina
9566988;Norte;Arapoanga
7552270;Norte;Sobradinho
490733;Norte;Planaltina
2889889;Norte;Sobradinho
7621353;Norte;Sobradinho
2672227;Norte;Planaltina
9906355;Norte;Sobradinho
11622;Norte;Planaltina
2672235;Norte;Planaltina
9690735;Norte;Planaltina
4928873;Norte;Sobradinho
11096;Norte;Planaltina
6770681;Norte;Sobradinho II
9931031;Norte;Planaltina
7041594;Norte;Sobradinho
4305795;Norte;Sobradinho
2907410;Norte;Sobradinho
6077978;Norte;Sobradinho II
500313;Norte;Sobradinho
9750681;Norte;Sobradinho II
4607643;Norte;Planaltina
9822275;Norte;Sobradinho
5748836;Norte;Sobradinho
7414994;Norte;Planaltina
4524330;Norte;Sobradinho
767565;Norte;Planaltina
9999752;Norte;Planaltina
4761855;Norte;Planaltina
4452720;Norte;Sobradinho
4191196;Norte;Planaltina
1131516;Norte;Planaltina
4753453;Norte;Planaltina
5083109;Norte;Sobradinho
4140281;Norte;Sobradinho
774642;Norte;Planaltina
5281563;Norte;Sobradinho
5396255;Norte;Planaltina
9730664;Norte;Planaltina
9895159;Norte;Arapoanga
4951131;Norte;Sobradinho
653802;Norte;Planaltina
4078365;Norte;Planaltina
4339118;Norte;Sobradinho
4555899;Norte;Planaltina
4664221;Norte;Planaltina
4892720;Norte;Sobradinho
5553172;Norte;Sobradinho
4556429;Norte;Planaltina
4546539;Norte;Sobradinho
464392;Norte;Sobradinho
3303659;Norte;Planaltina
4137884;Norte;Sobradinho
4051386;Norte;Planaltina
4324676;Norte;Planaltina
4586247;Norte;Planaltina
9244972;Norte;Planaltina
4183614;Norte;Sobradinho
3089169;Norte;Planaltina
2992302;Norte;Planaltina
4092511;Norte;Sobradinho
4066073;Norte;Sobradinho
2866161;Sudoeste;Águas Claras
7417632;Sudoeste;Recanto das Emas
9488073;Sudoeste;Taguatinga
7991185;Sudoeste;Samambaia
9622918;Sudoeste;Vicente Pires
106437;Sudoeste;Águas Claras
242047;Sudoeste;Taguatinga
9678824;Sudoeste;Arniqueira
4245644;Sudoeste;Águas Claras
7262000;Sudoeste;Águas Claras
4879252;Sudoeste;Águas Claras
9906657;Sudoeste;Taguatinga
3955583;Sudoeste;Taguatinga
9258949;Sudoeste;Taguatinga
7907702;Sudoeste;Recanto das Emas
4477588;Sudoeste;Águas Claras
6335683;Sudoeste;Recanto das Emas
2834677;Sudoeste;Águas Claras
9675299;Sudoeste;Águas Claras
4553160;Sudoeste;Águas Claras
9781056;Sudoeste;Taguatinga
4991168;Sudoeste;Águas Claras
4929527;Sudoeste;Águas Claras
4519698;Sudoeste;Águas Claras
4235088;Sudoeste;Taguatinga
3256812;Sudoeste;Águas Claras
4436830;Sudoeste;Taguatinga
9677402;Sudoeste;Taguatinga
562424;Sudoeste;Taguatinga
7916809;Sudoeste;Taguatinga
4881958;Sudoeste;Taguatinga
9595147;Sudoeste;Taguatinga
4626214;Sudoeste;Taguatinga
4084586;Sudoeste;Taguatinga
4652428;Sudoeste;Taguatinga
3222861;Sudoeste;Taguatinga
4859952;Sudoeste;Águas Claras
7991614;Sudoeste;Taguatinga
4698460;Sudoeste;Águas Claras
6617018;Sudoeste;Taguatinga
868442;Sudoeste;Taguatinga
4690060;Sudoeste;Águas Claras
512354;Sudoeste;Taguatinga
7688318;Sudoeste;Águas Claras
9412972;Sudoeste;Águas Claras
4112806;Sudoeste;Taguatinga
9348433;Sudoeste;Taguatinga
4047540;Sudoeste;Águas Claras
2973294;Sudoeste;Águas Claras
805017;Sudoeste;Taguatinga
1075195;Sudoeste;Arniqueira
2866978;Sudoeste;Samambaia
78689;Sudoeste;Vicente Pires
944947;Sudoeste;Taguatinga
7507992;Sudoeste;Taguatinga
3075605;Sudoeste;Taguatinga
4079590;Sudoeste;Águas Claras
3005402;Central;Plano Piloto
3650146;Central;Plano Piloto
2811227;Central;Plano Piloto
4528778;Central;Plano Piloto
941492;Central;Plano Piloto
7881983;Central;Plano Piloto
6851622;Central;Plano Piloto
7895976;Central;Plano Piloto
7114338;Central;Lago Sul
3079090;Central;Plano Piloto
9272267;Central;Plano Piloto
7945892;Central;Plano Piloto
5486122;Central;Plano Piloto
2844621;Central;Plano Piloto
6665993;Central;Lago Sul
6314996;Central;Sudoeste/Octogonal
5464579;Central;Plano Piloto
7941005;Central;Plano Piloto
5704014;Central;Plano Piloto
4520211;Central;Plano Piloto
3088316;Central;Plano Piloto
3061701;Central;Plano Piloto
3388425;Central;Plano Piloto
4871049;Central;Plano Piloto
6774725;Central;Plano Piloto
3024806;Central;Plano Piloto
6381685;Central;Plano Piloto
6485251;Central;Plano Piloto
9331042;Central;Plano Piloto
9589139;Central;Plano Piloto
6748902;Central;Plano Piloto
3330370;Central;Plano Piloto
9690204;Central;Plano Piloto
4436857;Central;Plano Piloto
3273652;Central;Plano Piloto
9670297;Central;Plano Piloto
9585672;Central;Plano Piloto
4345576;Central;Plano Piloto
3379787;Central;Lago Sul
3355535;Central;Plano Piloto
4339290;Central;Plano Piloto
453234;Central;Plano Piloto
7133308;Central;Plano Piloto
7656742;Central;Plano Piloto
3211827;Central;Plano Piloto
3212580;Central;Plano Piloto
7233345;Central;Plano Piloto
9038272;Central;Plano Piloto
7591241;Central;Plano Piloto
5070821;Central;Plano Piloto
3116484;Central;Plano Piloto
6723012;Central;Plano Piloto
9054723;Central;Plano Piloto
7313578;Central;Plano Piloto
9839747;Central;Sudoeste/Octogonal
9077677;Central;Plano Piloto
359653;Central;Plano Piloto
9319999;Central;Plano Piloto
9352597;Central;Plano Piloto
9466487;Central;Plano Piloto
3048047;Central;Plano Piloto
9089632;Central;Plano Piloto
3306518;Central;Lago Sul
9137181;Central;Plano Piloto
399035;Central;Plano Piloto
9882219;Central;Plano Piloto
4430018;Central;Plano Piloto
9505547;Central;Plano Piloto
4187067;Central;Plano Piloto
4416589;Central;Plano Piloto
9441786;Central;Plano Piloto
3146677;Central;Plano Piloto
509159;Central;Plano Piloto
4217640;Central;Plano Piloto
4069005;Central;Plano Piloto
4561740;Central;Sudoeste/Octogonal
9693351;Central;Plano Piloto
4501675;Central;Plano Piloto
4713036;Central;Plano Piloto
4611675;Central;Plano Piloto
9877576;Central;Plano Piloto
3462420;Central;Plano Piloto
5962315;Central;Plano Piloto
6750141;Central;Plano Piloto
4369386;Central;Plano Piloto
7043872;Central;Plano Piloto
5078970;Central;Plano Piloto
9744940;Central;Plano Piloto
3495973;Central;Plano Piloto
117536;Central;Plano Piloto
3103226;Central;Plano Piloto
4338189;Central;Plano Piloto
3093883;Central;Lago Sul
9929401;Central;Plano Piloto
4805690;Central;Plano Piloto
3212971;Central;Plano Piloto
2875632;Central;Plano Piloto
9551360;Central;Plano Piloto
4211049;Central;Plano Piloto
3504468;Central;Plano Piloto
4927419;Central;Plano Piloto
2866293;Central;Plano Piloto
857637;Central;Plano Piloto
7380275;Central;Plano Piloto
9840419;Central;Plano Piloto
4347609;Central;Plano Piloto
9386602;Central;Plano Piloto
495123;Central;Plano Piloto
40444;Central;Plano Piloto
9829318;Central;Lago Sul
9562265;Central;Plano Piloto
4597893;Central;Plano Piloto
3252388;Central;Plano Piloto
3588610;Central;Plano Piloto
4112407;Central;Plano Piloto
3525538;Central;Lago Sul
4263251;Central;Plano Piloto
2970686;Central;Plano Piloto
817155;Central;Plano Piloto
885207;Central;Plano Piloto
6567487;Central;Plano Piloto
6950841;Central;Plano Piloto
4502426;Central;Plano Piloto
2993481;Central;Plano Piloto
4241266;Sudoeste;Águas Claras
4004922;Sudoeste;Taguatinga
4519000;Sudoeste;Taguatinga
4697820;Sudoeste;Taguatinga
4688570;Sudoeste;Samambaia
632295;Sudoeste;Taguatinga
7811837;Sudoeste;Águas Claras
4339096;Sudoeste;Águas Claras
4777387;Sudoeste;Taguatinga
7907834;Sudoeste;Arniqueira
9625496;Sudoeste;Taguatinga
9475826;Sudoeste;Águas Claras
4139372;Sudoeste;Águas Claras
9766294;Sudoeste;Águas Claras
4668499;Sudoeste;Águas Claras
9579079;Sudoeste;Taguatinga
3282007;Sudoeste;Taguatinga
7911386;Sudoeste;Águas Claras
29580;Sudoeste;Águas Claras
5669502;Sudoeste;Taguatinga
4075986;Sudoeste;Taguatinga
9877282;Sudoeste;Taguatinga
9808108;Sudoeste;Taguatinga
3839672;Sudoeste;Águas Claras
4896920;Sudoeste;Águas Claras
4375734;Sudoeste;Taguatinga
4165675;Sudoeste;Taguatinga
9783946;Sudoeste;Taguatinga
4357566;Sudoeste;Águas Claras
9953485;Sudoeste;Taguatinga
4316754;Sudoeste;Águas Claras
4918568;Sudoeste;Águas Claras
4248090;Sudoeste;Águas Claras
6692850;Sudoeste;Águas Claras
3341356;Sudoeste;Taguatinga
4567811;Sudoeste;Águas Claras
4520459;Sudoeste;Águas Claras
4117093;Sudoeste;Águas Claras
9697004;Sudoeste;Águas Claras
4490665;Sudoeste;Águas Claras
4662121;Sudoeste;Águas Claras
4451635;Sudoeste;Taguatinga
4036123;Sudoeste;Águas Claras
4257081;Sudoeste;Vicente Pires
914894;Sudoeste;Recanto das Emas
2914182;Sudoeste;Taguatinga
9906185;Sudoeste;Águas Claras
42536;Sudoeste;Águas Claras
9568190;Sudoeste;Taguatinga
5717515;Sul;Santa Maria
10561;Central;Sudoeste/Octogonal
3521842;Central;Plano Piloto
3000974;Central;Plano Piloto
428256;Central;Plano Piloto
7356129;Central;Plano Piloto
7980221;Central;Plano Piloto
7801866;Central;Plano Piloto
9605592;Central;Plano Piloto
9002162;Central;Plano Piloto
7991452;Central;Plano Piloto
3082423;Central;Sudoeste/Octogonal
9877231;Central;Plano Piloto
7954085;Central;Plano Piloto
7860757;Central;Plano Piloto
4433092;Central;Plano Piloto
2921545;Central;Plano Piloto
4701658;Central;Plano Piloto
4549813;Central;Plano Piloto
6661556;Central;Plano Piloto
3212742;Central;Plano Piloto
5707323;Central;Plano Piloto
4712447;Central;Plano Piloto
9525866;Central;Plano Piloto
177067;Central;Plano Piloto
9799540;Central;Plano Piloto
9623094;Central;Plano Piloto
3373355;Central;Plano Piloto
9551530;Central;Plano Piloto
3048934;Central;Plano Piloto
9123598;Central;Lago Norte
3177742;Central;Plano Piloto
7891431;Central;Plano Piloto
4995872;Central;Plano Piloto
4588584;Central;Plano Piloto
6291139;Central;Plano Piloto
9343083;Central;Plano Piloto
4896203;Central;Plano Piloto
1129546;Central;Plano Piloto
192481;Central;Plano Piloto
9600531;Central;Plano Piloto
3029557;Central;Lago Sul
7813392;Central;Sudoeste/Octogonal
9526188;Central;Lago Sul
6691870;Central;Lago Sul
5008999;Central;Plano Piloto
4904990;Central;Plano Piloto
84034;Central;Plano Piloto
7970706;Central;Plano Piloto
9129049;Central;Plano Piloto
7581203;Central;Plano Piloto
9895183;Central;Plano Piloto
6958850;Central;Plano Piloto
4047699;Central;Plano Piloto
5085306;Central;Plano Piloto
3305635;Central;Plano Piloto
5334330;Central;Plano Piloto
9719857;Central;Plano Piloto
3281124;Central;Plano Piloto
3106403;Central;Plano Piloto
3464903;Central;Plano Piloto
4571096;Central;Plano Piloto
7440200;Central;Plano Piloto
9682147;Central;Plano Piloto
7845308;Central;Sudoeste/Octogonal
3023605;Central;Plano Piloto
4540123;Central;Plano Piloto
4859022;Central;Sudoeste/Octogonal
4662164;Central;Lago Sul
9078460;Central;Plano Piloto
9792007;Central;Plano Piloto
681520;Central;Plano Piloto
9344616;Central;Lago Norte
4514483;Central;Plano Piloto
4763920;Central;Plano Piloto
4422066;Central;Plano Piloto
3933016;Central;Plano Piloto
2829754;Central;Plano Piloto
3494861;Central;Plano Piloto
6624960;Central;Plano Piloto
7999631;Central;Plano Piloto
9382364;Central;Plano Piloto
4780523;Central;Plano Piloto
976083;Central;Plano Piloto
7233353;Central;Plano Piloto
407259;Central;Plano Piloto
223700;Central;Sudoeste/Octogonal
940577;Central;Plano Piloto
3059677;Central;Plano Piloto
785954;Central;Plano Piloto
4216652;Central;Plano Piloto
3364267;Central;Plano Piloto
44024;Central;Sudoeste/Octogonal
9234314;Central;Sudoeste/Octogonal
2866773;Central;Sudoeste/Octogonal
9632182;Central;Plano Piloto
4665090;Central;Lago Sul
3462323;Central;Plano Piloto
163902;Central;Lago Norte
7404549;Central;Sudoeste/Octogonal
3211320;Central;Plano Piloto
2951592;Central;Plano Piloto
2831082;Central;Plano Piloto
3991024;Central;Lago Sul
4660161;Central;Plano Piloto
2617595;Central;Plano Piloto
4783824;Central;Plano Piloto
849391;Central;Sudoeste/Octogonal
9677933;Central;Plano Piloto
9432477;Central;Plano Piloto
886890;Central;Plano Piloto
6353487;Central;Plano Piloto
4497406;Central;Plano Piloto
2937379;Central;Plano Piloto
35955;Central;Plano Piloto
4453972;Central;Plano Piloto
4136403;Central;Sudoeste/Octogonal
7314949;Central;Plano Piloto
756091;Central;Plano Piloto
4795725;Central;Plano Piloto
9242368;Central;Plano Piloto
924202;Central;Plano Piloto
7831811;Central;Cruzeiro
3628183;Central;Sudoeste/Octogonal
9600450;Central;Plano Piloto
4286286;Central;Plano Piloto
9914765;Central;Plano Piloto
4477154;Central;Cruzeiro
2919214;Central;Plano Piloto
96911;Central;Plano Piloto
7915195;Central;Plano Piloto
2866919;Central;Plano Piloto
7465157;Oeste;Ceilândia
5831628;Oeste;Ceilândia
9475931;Oeste;Pôr do Sol/ Sol Nascente
11207;Oeste;Ceilândia
9040021;Oeste;Ceilândia
7347715;Oeste;Ceilândia
11002;Oeste;Ceilândia
7416520;Oeste;Ceilândia
4518950;Oeste;Ceilândia
777331;Oeste;Ceilândia
7991231;Oeste;Brazlândia
9643338;Oeste;Ceilândia
4865561;Oeste;Ceilândia
7771258;Oeste;Ceilândia
6184138;Oeste;Ceilândia
5506727;Oeste;Ceilândia
7891423;Oeste;Ceilândia
7416539;Oeste;Ceilândia
7220669;Oeste;Ceilândia
4201760;Oeste;Ceilândia
9541691;Oeste;Ceilândia
3697320;Oeste;Ceilândia
4076109;Oeste;Ceilândia
2895773;Oeste;Ceilândia
5326281;Oeste;Ceilândia
9942165;Oeste;Pôr do Sol/ Sol Nascente
50210;Oeste;Ceilândia
4276914;Oeste;Ceilândia
6337139;Oeste;Ceilândia
7991525;Oeste;Ceilândia
4339215;Oeste;Ceilândia
43435;Oeste;Ceilândia
4339266;Oeste;Ceilândia
6648657;Oeste;Ceilândia
4723791;Oeste;Ceilândia
9780572;Oeste;Ceilândia
3422275;Oeste;Ceilândia
952435;Oeste;Ceilândia
4367375;Oeste;Ceilândia
4288890;Oeste;Ceilândia
4483669;Oeste;Ceilândia
9176160;Oeste;Ceilândia
4141458;Oeste;Ceilândia
840122;Oeste;Ceilândia
4038185;Oeste;Ceilândia
3422267;Oeste;Ceilândia
10774;Sudoeste;Samambaia
6921736;Sudoeste;Samambaia
9312447;Sudoeste;Águas Claras
3548104;Sudoeste;Taguatinga
9477675;Sudoeste;Taguatinga
7698437;Sudoeste;Recanto das Emas
3074218;Sudoeste;Taguatinga
9909338;Sudoeste;Taguatinga
7050224;Sudoeste;Águas Claras
3310612;Sudoeste;Taguatinga
3742822;Sudoeste;Vicente Pires
9534687;Sudoeste;Taguatinga
7399839;Sudoeste;Vicente Pires
3821404;Sudoeste;Taguatinga
3073807;Sudoeste;Taguatinga
5936829;Sudoeste;Águas Claras
5556031;Sudoeste;Taguatinga
4659325;Sudoeste;Recanto das Emas
9619151;Sudoeste;Samambaia
4406443;Sudoeste;Águas Claras
4546768;Sudoeste;Arniqueira
3109771;Sudoeste;Taguatinga
4007433;Sudoeste;Taguatinga
908843;Sudoeste;Recanto das Emas
4155114;Sudoeste;Águas Claras
7098383;Sudoeste;Samambaia
4394585;Sudoeste;Águas Claras
4339304;Sudoeste;Samambaia
4039130;Sudoeste;Águas Claras
4391551;Sudoeste;Águas Claras
4064054;Sudoeste;Águas Claras
4966996;Sudoeste;Taguatinga
6251153;Sudoeste;Águas Claras
4501748;Sudoeste;Taguatinga
929069;Sudoeste;Taguatinga
4582861;Sudoeste;Águas Claras
7261993;Sudoeste;Taguatinga
